Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:307:16:00:32.800	 36.33070696	 24.33614674
2008:307:16:01:05.600	 36.32023309	 24.32640575
2008:307:16:01:38.400	 36.30977475	 24.31667958
2008:307:16:02:11.200	 36.29933191	 24.30696819
2008:307:16:02:44.000	 36.28890458	 24.29727156
2008:307:16:03:16.800	 36.27849272	 24.28758966
2008:307:16:03:49.600	 36.26809632	 24.27792248
2008:307:16:04:22.400	 36.25771537	 24.26826999
2008:307:16:04:55.200	 36.24734985	 24.25863217
2008:307:16:05:28.000	 36.23699974	 24.24900899
2008:307:16:06:00.800	 36.22666504	 24.23940043
2008:307:16:06:33.600	 36.21634571	 24.22980646
2008:307:16:07:06.400	 36.20604175	 24.22022707
2008:307:16:07:39.200	 36.19575313	 24.21066224
2008:307:16:08:12.000	 36.18547985	 24.20111193
2008:307:16:08:44.800	 36.17522188	 24.19157612
2008:307:16:09:17.600	 36.16497921	 24.18205480
2008:307:16:09:50.400	 36.15475182	 24.17254794
2008:307:16:10:23.200	 36.14453969	 24.16305552
2008:307:16:10:56.000	 36.13434280	 24.15357751
2008:307:16:11:28.800	 36.12416114	 24.14411389
2008:307:16:12:01.600	 36.11399469	 24.13466464
2008:307:16:12:34.400	 36.10384343	 24.12522973
2008:307:16:13:07.200	 36.09370735	 24.11580916
2008:307:16:13:40.000	 36.08358642	 24.10640288
2008:307:16:14:12.800	 36.07348062	 24.09701088
2008:307:16:14:45.600	 36.06338995	 24.08763314
2008:307:16:15:18.400	 36.05331437	 24.07826963
2008:307:16:15:51.200	 36.04325388	 24.06892034
2008:307:16:16:24.000	 36.03320845	 24.05958524
2008:307:16:16:56.800	 36.02317807	 24.05026430
2008:307:16:17:29.600	 36.01316271	 24.04095751
2008:307:16:18:02.400	 36.00316236	 24.03166485
2008:307:16:18:35.200	 35.99317700	 24.02238628
2008:307:16:19:08.000	 35.98320661	 24.01312180
2008:307:16:19:40.800	 35.97325117	 24.00387138
2008:307:16:20:13.600	 35.96331067	 23.99463499
2008:307:16:20:46.400	 35.95338507	 23.98541262
2008:307:16:21:19.200	 35.94347438	 23.97620424
2008:307:16:21:52.000	 35.93357855	 23.96700983
2008:307:16:22:24.800	 35.92369759	 23.95782937
2008:307:16:22:57.600	 35.91383145	 23.94866284
2008:307:16:23:30.400	 35.90398014	 23.93951022
2008:307:16:24:03.200	 35.89414363	 23.93037148
2008:307:16:24:36.000	 35.88432189	 23.92124660
2008:307:16:25:08.800	 35.87451491	 23.91213557
2008:307:16:25:41.600	 35.86472267	 23.90303836
2008:307:16:26:14.400	 35.85494516	 23.89395495
2008:307:16:26:47.200	 35.84518234	 23.88488531
2008:307:16:27:20.000	 35.83543421	 23.87582943
2008:307:16:27:52.800	 35.82570073	 23.86678729
2008:307:16:28:25.600	 35.81598190	 23.85775886
2008:307:16:28:58.400	 35.80627769	 23.84874413
2008:307:16:29:31.200	 35.79658809	 23.83974307
2008:307:16:30:04.000	 35.78691306	 23.83075565
2008:307:16:30:36.800	 35.77725260	 23.82178187
2008:307:16:31:09.600	 35.76760669	 23.81282170
2008:307:16:31:42.400	 35.75797529	 23.80387512
2008:307:16:32:15.200	 35.74835840	 23.79494210
2008:307:16:32:48.000	 35.73875600	 23.78602263
2008:307:16:33:20.800	 35.72916806	 23.77711668
2008:307:16:33:53.600	 35.71959456	 23.76822424
2008:307:16:34:26.400	 35.71003549	 23.75934529
2008:307:16:34:59.200	 35.70049082	 23.75047980
2008:307:16:35:32.000	 35.69096053	 23.74162775
2008:307:16:36:04.800	 35.68144461	 23.73278912
2008:307:16:36:37.600	 35.67194303	 23.72396389
2008:307:16:37:10.400	 35.66245578	 23.71515205
2008:307:16:37:43.200	 35.65298283	 23.70635356
2008:307:16:38:16.000	 35.64352417	 23.69756842
2008:307:16:38:48.800	 35.63407977	 23.68879659
2008:307:16:39:21.600	 35.62464962	 23.68003806
2008:307:16:39:54.400	 35.61523369	 23.67129282
2008:307:16:40:27.200	 35.60583196	 23.66256083
2008:307:16:40:60.000	 35.59644442	 23.65384208
2008:307:16:41:32.800	 35.58707104	 23.64513654
2008:307:16:42:05.600	 35.57771181	 23.63644421
2008:307:16:42:38.400	 35.56836670	 23.62776505
2008:307:16:43:11.200	 35.55903569	 23.61909905
2008:307:16:43:44.000	 35.54971877	 23.61044618
2008:307:16:44:16.800	 35.54041591	 23.60180644
2008:307:16:44:49.600	 35.53112709	 23.59317979
2008:307:16:45:22.400	 35.52185230	 23.58456621
2008:307:16:45:55.200	 35.51259152	 23.57596570
2008:307:16:46:28.000	 35.50334471	 23.56737822
2008:307:16:47:00.800	 35.49411187	 23.55880376
2008:307:16:47:33.600	 35.48489298	 23.55024229
2008:307:16:48:06.400	 35.47568800	 23.54169380
